Date,cds_1,cds_2,cds_3,cds_4,cds_5,cds_6,cds_7,cds_8,cds_9,cds_10,cds_11,cds_12,cds_13,cds_14,cds_15,cds_16,cds_17,cds_18,cds_19,cds_20
2001-01-31,0.0025220808039062848,0.0033781829893046542,0.003997022726062222,0.004365870898667621,0.0052155536441246975,0.005589105554196127,0.006086118358050387,0.006664643739667679,0.007290802315198755,0.008143343648023648,0.009005851395775121,0.010089892283358111,0.011167710236764631,0.012564052057262682,0.014163311813209928,0.016171524984984326,0.01893320085620197,0.025010058076840647,0.03337470959441833,0.1139713228952042
2001-02-28,0.0024446394477939475,0.003198940655633903,0.003981075381857523,0.004380569165699437,0.005172076508411467,0.005725054433853179,0.00614104167790256,0.006856115601235888,0.007725250379855957,0.008635452138464929,0.009652928731624606,0.01060160014506181,0.011777833585133965,0.014406598900882646,0.015756434857210854,0.017173701484901004,0.01903722469953492,0.025166971768383905,0.038186867768867074,0.1734173284376807
2001-03-31,0.002442052091288436,0.00319726259447128,0.003792515275716151,0.004171028123843453,0.004774173016558426,0.005445250242951813,0.006170829308960175,0.006988606473615172,0.007762286004609925,0.008323403598235123,0.00907359095810079,0.009939029668345156,0.011001261615315523,0.012331176523027785,0.014722455800623379,0.01687734979511533,0.01864838823882865,0.022847708145641406,0.031210217386982504,0.10899028565261416
2001-04-30,0.002460338359410363,0.003198072772714558,0.003749804416236676,0.004143496744857803,0.0046222172659526155,0.005154812848105216,0.00588741995251512,0.007101037905069752,0.007707227071200642,0.008244117447064568,0.00899647781474653,0.009671010668079861,0.010649462067343159,0.013210035906028799,0.014833351490782526,0.0173905403898953,0.021300051547093222,0.026051629577992168,0.03435005344513254,0.10830615839408256
2001-05-31,0.0023291980759492844,0.0030261617002034944,0.003497177379872294,0.003939133153642681,0.0044229665715079265,0.004940305557217933,0.005753300481605746,0.006513705601403138,0.007166370669629337,0.007701230515168169,0.008314186158523867,0.009300587995467605,0.010695032209154333,0.0122232208141909,0.014085376384621104,0.017064460656304844,0.01990504502701998,0.025318773252149422,0.03196603582706284,0.07681143425354457
2001-06-30,0.002144872879695378,0.0029728161799320854,0.0033851003781077316,0.003877586335495328,0.0043908717204491484,0.005046903728905409,0.006045392652835178,0.00658532662199513,0.007375482561107056,0.007949656940481737,0.008439813191818791,0.009068502690384348,0.01019762222819933,0.011099997683552928,0.013530322512020106,0.015618076102757424,0.01872922185101936,0.02307487015539047,0.032221477375317796,0.13392387592876764
2001-07-31,0.0020856581398585664,0.0029939032847484306,0.00339406790460347,0.0038957993283073237,0.004417628524617556,0.005040398535216375,0.005872197008736747,0.006568498237358148,0.007035480481887399,0.007885247482943348,0.00856964088280227,0.009645010441183332,0.010722035989909477,0.011859579885177529,0.013617610485594584,0.016448770352698948,0.019410793948652288,0.023463438992112725,0.03491487759901968,0.14882185510637805
2001-08-31,0.0020666439067450956,0.0028441658484682337,0.0033698742454664325,0.0038651506503612643,0.004345788902303623,0.004958231897921024,0.005387027974946627,0.006314646821997634,0.007072025509479041,0.007923263603727311,0.008524154555179892,0.009124569696669721,0.010184780102294063,0.011699152161996733,0.013207604617358036,0.01616348100346042,0.019100675549624108,0.022991449463625704,0.032578774192579756,0.15116700063521324
2001-09-30,0.0026091502720244015,0.003344162380337412,0.0041789784711752575,0.004987867188136587,0.005771513805728986,0.006442595379136199,0.007150905041355509,0.00766966147907415,0.008372253932590362,0.009252121608127075,0.010361743954377904,0.012120156960628275,0.013432534475978601,0.015195423427247992,0.01679187696056662,0.018841863715652288,0.023289741521298354,0.028972038304429754,0.042769785510378605,0.1411042488374163
2001-10-31,0.002562874713503562,0.003420606641022484,0.0043309069456219365,0.005270966342295815,0.005992649334175184,0.006547782374925738,0.007195955982766695,0.008183896307625109,0.008872667855362618,0.009745029697532659,0.011216081264821232,0.012848282096354337,0.01476137694210453,0.01659218644786866,0.01836256209304502,0.020905881123367102,0.02493041695755696,0.03196860142703326,0.04681750721354288,0.14134798017039477
2001-11-30,0.0023496873915185798,0.0032245312120412098,0.004063167236448875,0.004778036300746541,0.0055785964913476266,0.0063540403234102535,0.0069103112150301705,0.007690684579687742,0.00851932933397071,0.009593229329001795,0.010651326479879234,0.012118977603917478,0.013360947743239173,0.014687041688646497,0.01670227677600431,0.0189266890228398,0.02345211384549392,0.030998005562751268,0.044997029823714736,0.15568476613957952
2001-12-31,0.002347077047109563,0.003266350941087736,0.0038445382189853743,0.004660273247841793,0.005541210460325428,0.006247436177491184,0.00717007283280727,0.008072529895916605,0.008862904910871104,0.009604158785401787,0.010517847530945434,0.011762003920959536,0.013935560748742158,0.015290505888254516,0.017250251159832003,0.019881641668195203,0.024873504481283826,0.03280397226174506,0.04489047004288516,0.08282336855492843
2002-01-31,0.0023105950796892868,0.0032517245656477076,0.004077181417807189,0.004820022807836616,0.005386971455254183,0.005978020438497523,0.0068020183793025685,0.00788245322753784,0.00880081968722703,0.009614405990919575,0.010704851089872106,0.012010543345996993,0.013780981353113859,0.015162437508295894,0.017357479204930894,0.021084857664847658,0.02587955938106179,0.0340302299608484,0.0501079874025821,0.11982158109161362
2002-02-28,0.002083326064306518,0.003570145103803056,0.00428521338656075,0.004871766145913428,0.005417539782745089,0.006057679826657979,0.007044457039987734,0.008072073515802455,0.008855188379049118,0.009647690055667808,0.010813316239704409,0.012345472943453633,0.013896744905093118,0.01589428273800466,0.01897476147792958,0.024426931665270983,0.02960997100393712,0.04017983055136962,0.05240946681863348,0.31306121618948113
2002-03-31,0.002125801102490681,0.0033317632545673344,0.004073268139380132,0.004678862227626247,0.005177896018456178,0.005681442615095462,0.006503228323007908,0.0073117746893847264,0.008231563568444497,0.009173942009169683,0.010089428907389217,0.01116615999202317,0.012407515654592713,0.014589669442975732,0.017795187058071593,0.021614078538414877,0.027942253180832377,0.03473601260387611,0.05054812862082861,0.29852039891036347
2002-04-30,0.002125937841795601,0.0032416930684924686,0.0041398270920651814,0.004670394558749905,0.005344984922474208,0.005940962118351704,0.006464369392931331,0.0071884782175843116,0.00800659568875734,0.008710897515520547,0.009623017107147188,0.010575355878355957,0.012183671634296895,0.0144130619819244,0.01716550398919901,0.021299157384010607,0.026512308283701515,0.03418544204088255,0.04806785955430387,0.2825137660525682
